,regio1,newlyConst,balcony,totalRent,yearConstructed,noParkSpaces,hasKitchen,cellar,houseNumber,livingSpace,geo_krs,condition,interiorQual,petsAllowed,street,streetPlain,lift,typeOfFlat,noRooms,floor,numberOfFloors,garden,regio2,ID,Tipologia_Affitti,Tipologia_Propieta
43462,Nordrhein_Westfalen,False,True,870.0,2004.0,1.0,False,True,14a,103.0,Aachen_Kreis,mint_condition,sophisticated,negotiable,Im Haag,Im_Haag,False,apartment,3.0,1.0,2.0,True,Aachen_Kreis,803,medio,
43549,Nordrhein_Westfalen,False,True,750.0,1974.0,1.0,True,True,30,32.0,Düsseldorf,refurbished,sophisticated,no,Am Bonneshof,Am_Bonneshof,True,apartment,1.0,11.0,13.0,False,Düsseldorf,804,economico,monolocale
43607,Nordrhein_Westfalen,False,True,695.0,1970.0,1.0,False,True,23,72.0,Aachen_Kreis,fully_renovated,normal,negotiable,Bischof-Ketteler-Stra&szlig;e,Bischof-Ketteler-Straße,False,other,3.0,2.0,2.0,True,Aachen_Kreis,805,economico,trilocale
43615,Nordrhein_Westfalen,True,True,670.0,2018.0,1.0,False,True,9,57.7,Recklinghausen_Kreis,first_time_use,sophisticated,no,Kastanienstra&szlig;e,Kastanienstraße,True,roof_storey,2.0,2.0,2.0,False,Recklinghausen_Kreis,806,medio,bilocale
43619,Nordrhein_Westfalen,False,True,565.0,1969.0,1.0,False,True,15,61.0,Ennepe_Ruhr_Kreis,modernized,sophisticated,negotiable,Winsheimstrasse,Winsheimstrasse,False,apartment,2.5,1.0,4.0,False,Ennepe_Ruhr_Kreis,807,economico,
43675,Nordrhein_Westfalen,False,True,1277.0,1999.0,2.0,True,True,10,96.0,Wuppertal,mint_condition,luxury,no,Forststr.,Forststr.,True,maisonette,4.0,2.0,3.0,False,Wuppertal,808,costoso,
43718,Nordrhein_Westfalen,False,True,610.0,1996.0,1.0,False,True,152b,65.0,Ennepe_Ruhr_Kreis,well_kept,normal,negotiable,Wittener Str.,Wittener_Str.,False,apartment,2.0,2.0,3.0,False,Ennepe_Ruhr_Kreis,809,economico,bilocale
43813,Nordrhein_Westfalen,False,True,820.0,1996.0,1.0,False,True,3,98.0,Aachen_Kreis,well_kept,normal,no,Weststra&szlig;e,Weststraße,False,roof_storey,3.0,3.0,3.0,True,Aachen_Kreis,810,medio,trilocale
43822,Nordrhein_Westfalen,True,True,720.0,2019.0,1.0,False,True,33,65.54,Kleve_Kreis,first_time_use,sophisticated,negotiable,Reiscopstr.,Reiscopstr.,True,apartment,2.0,2.0,3.0,False,Kleve_Kreis,811,medio,bilocale
43858,Nordrhein_Westfalen,False,False,4686.0,2014.0,2.0,True,False,3,173.0,Düsseldorf,mint_condition,luxury,negotiable,Ritterstr.,Ritterstr.,True,apartment,4.0,1.0,3.0,False,Düsseldorf,812,costoso,
43893,Nordrhein_Westfalen,False,True,755.0,1991.0,1.0,True,True,467,58.0,Köln,modernized,normal,negotiable,Frankfurterstr,Frankfurterstr,False,apartment,2.0,2.0,3.0,False,Köln,813,economico,bilocale
43896,Nordrhein_Westfalen,False,True,1343.5,1986.0,1.0,False,True,7,65.0,Köln,modernized,sophisticated,no,Unter Goldschmied,Unter_Goldschmied,True,apartment,2.0,2.0,6.0,True,Köln,814,medio,bilocale
43910,Nordrhein_Westfalen,False,True,1580.0,2017.0,1.0,False,False,40,135.7,Wuppertal,mint_condition,sophisticated,negotiable,Scheffelstr.,Scheffelstr.,True,apartment,5.0,3.0,5.0,False,Wuppertal,815,costoso,per famiglie
43994,Nordrhein_Westfalen,False,True,710.0,1971.0,1.0,True,True,70,70.0,Rhein_Sieg_Kreis,well_kept,normal,no,Pecher Hauptstra&szlig;e,Pecher_Hauptstraße,False,raised_ground_floor,3.0,2.0,4.0,True,Rhein_Sieg_Kreis,816,economico,trilocale
44033,Nordrhein_Westfalen,False,True,550.0,1985.0,1.0,True,True,20,59.0,Minden_Lübbecke_Kreis,well_kept,sophisticated,negotiable,Am Osterbach,Am_Osterbach,False,roof_storey,2.0,2.0,3.0,False,Minden_Lübbecke_Kreis,817,economico,bilocale
44044,Nordrhein_Westfalen,True,True,1600.0,2018.0,1.0,True,True,1,102.65,Remscheid,first_time_use,luxury,negotiable,D&uuml;stergasse,Düstergasse,True,ground_floor,3.0,0.0,4.0,True,Remscheid,818,costoso,
44107,Nordrhein_Westfalen,False,True,720.0,1975.0,1.0,False,True,44,86.0,Siegen_Wittgenstein_Kreis,modernized,normal,negotiable,Hauptr.,Hauptr.,False,apartment,3.0,1.0,3.0,True,Siegen_Wittgenstein_Kreis,819,medio,trilocale
44132,Nordrhein_Westfalen,False,True,618.2,1974.0,1.0,False,True,2,70.19,Viersen_Kreis,negotiable,normal,negotiable,Grevenbroicher Str.,Grevenbroicher_Str.,True,apartment,2.0,1.0,8.0,False,Viersen_Kreis,820,economico,
44212,Nordrhein_Westfalen,False,True,410.0,1960.0,1.0,False,True,25,60.3,Hagen,first_time_use_after_refurbishment,sophisticated,negotiable,Arndtstr.,Arndtstr.,False,apartment,2.0,4.0,4.0,False,Hagen,821,economico,bilocale
44318,Nordrhein_Westfalen,False,True,770.0,1901.0,1.0,True,True,21,88.0,Olpe_Kreis,refurbished,sophisticated,negotiable,Am Rhoder Stein,Am_Rhoder_Stein,False,other,3.0,1.0,2.0,False,Olpe_Kreis,822,medio,trilocale
44346,Nordrhein_Westfalen,False,False,620.0,1957.0,0.0,False,True,6,66.39,Aachen,well_kept,normal,no,Paulusstra&szlig;e,Paulusstraße,False,apartment,3.0,4.0,5.0,False,Aachen,823,economico,
44412,Nordrhein_Westfalen,False,True,980.0,2005.0,1.0,False,True,97,93.5,Solingen,mint_condition,sophisticated,negotiable,Haanerstr.,Haanerstr.,False,apartment,3.0,1.0,3.0,False,Solingen,824,medio,trilocale
44454,Nordrhein_Westfalen,False,True,950.0,1972.0,1.0,False,True,87,96.0,Mülheim_an_der_Ruhr,first_time_use_after_refurbishment,sophisticated,negotiable,Kaiserstra&szlig;e,Kaiserstraße,True,apartment,3.0,11.0,11.0,False,Mülheim_an_der_Ruhr,825,medio,trilocale
44462,Nordrhein_Westfalen,False,True,1695.0,2015.0,1.0,False,True,7,110.0,Köln,mint_condition,sophisticated,no,Unter Linden,Unter_Linden,True,penthouse,3.0,2.0,2.0,False,Köln,826,costoso,
44472,Nordrhein_Westfalen,False,True,1325.0,2014.0,1.0,True,True,16 a,86.0,Köln,mint_condition,sophisticated,no,Am Aspelkreuz,Am_Aspelkreuz,False,penthouse,3.0,2.0,2.0,False,Köln,827,medio,trilocale
44553,Nordrhein_Westfalen,False,True,830.27,1980.0,1.0,True,True,52,69.77,Bonn,well_kept,normal,negotiable,Ferdinandstra&szlig;e,Ferdinandstraße,True,apartment,2.0,1.0,3.0,False,Bonn,828,economico,bilocale
44569,Nordrhein_Westfalen,False,False,495.0,1955.0,1.0,False,True,71,71.0,Recklinghausen_Kreis,negotiable,simple,negotiable,Lipper Weg,Lipper_Weg,False,roof_storey,3.0,3.0,3.0,True,Recklinghausen_Kreis,829,economico,trilocale
44575,Nordrhein_Westfalen,False,True,1285.0,2006.0,1.0,True,True,35-37,83.0,Köln,modernized,sophisticated,negotiable,Zollstockg&uuml;rtel,Zollstockgürtel,True,apartment,3.0,1.0,4.0,True,Köln,830,medio,trilocale
44600,Nordrhein_Westfalen,False,True,995.0,1983.0,1.0,False,False,18,89.0,Bochum,well_kept,normal,negotiable,Vorm Felde,Vorm_Felde,False,terraced_flat,3.0,0.0,1.0,True,Bochum,831,medio,trilocale
44601,Nordrhein_Westfalen,False,False,400.0,1960.0,1.0,False,False,1,65.0,Paderborn_Kreis,fully_renovated,normal,negotiable,Knapp,Knapp,False,ground_floor,3.0,0.0,0.0,False,Paderborn_Kreis,832,economico,
44626,Nordrhein_Westfalen,False,True,1622.71,2016.0,1.0,False,False,177,99.01,Düsseldorf,first_time_use,sophisticated,negotiable,Dreherstra&szlig;e,Dreherstraße,True,penthouse,4.0,4.0,4.0,False,Düsseldorf,833,costoso,
44781,Nordrhein_Westfalen,False,False,405.0,1990.0,0.0,False,False,40,42.58,Hagen,well_kept,normal,negotiable,Weissensteinstr.,Weissensteinstr.,False,apartment,2.0,2.0,2.0,False,Hagen,834,economico,
44783,Nordrhein_Westfalen,False,True,1498.0,2015.0,0.0,True,True,33,112.0,Bonn,mint_condition,normal,negotiable,An der Josefsh&ouml;he,An_der_Josefshöhe,True,roof_storey,3.0,3.0,4.0,False,Bonn,835,costoso,
44798,Nordrhein_Westfalen,True,True,800.0,2018.0,1.0,False,False,1 + 7,71.99,Coesfeld_Kreis,first_time_use,sophisticated,no,An der Georgskapelle,An_der_Georgskapelle,True,apartment,2.0,3.0,3.0,True,Coesfeld_Kreis,836,medio,
44803,Nordrhein_Westfalen,False,True,650.0,1965.0,1.0,False,False,12,80.0,Gütersloh_Kreis,modernized,normal,no,N&auml;he Hardenberg str.,Nähe_Hardenberg_str.,False,apartment,3.5,1.0,3.0,False,Gütersloh_Kreis,837,economico,
44967,Nordrhein_Westfalen,False,True,635.0,2007.0,1.0,True,True,88A,63.0,Dortmund,mint_condition,sophisticated,no,Volksgartenstrasse,Volksgartenstrasse,False,apartment,2.0,1.0,3.0,False,Dortmund,838,economico,bilocale
44997,Nordrhein_Westfalen,False,True,840.0,2016.0,1.0,True,False,5,35.82,Aachen,first_time_use,sophisticated,no,Am guten Hirten,Am_guten_Hirten,True,penthouse,2.0,6.0,6.0,True,Aachen,839,economico,
45016,Nordrhein_Westfalen,True,True,758.06,2019.0,1.0,False,False,31,63.0,Oberhausen,first_time_use,sophisticated,negotiable,Timpenstr.,Timpenstr.,True,apartment,2.5,1.0,3.0,True,Oberhausen,840,medio,
45071,Nordrhein_Westfalen,False,True,570.0,1967.0,1.0,False,True,130,60.0,Minden_Lübbecke_Kreis,first_time_use_after_refurbishment,normal,no,Rodenbeckerstr.,Rodenbeckerstr.,False,apartment,2.0,1.0,3.0,False,Minden_Lübbecke_Kreis,841,economico,bilocale
45081,Nordrhein_Westfalen,False,False,915.0,1900.0,1.0,False,False,21,92.53,Mettmann_Kreis,well_kept,normal,negotiable,Bergstra&szlig;e,Bergstraße,False,ground_floor,3.0,1.0,3.0,True,Mettmann_Kreis,842,medio,trilocale
45150,Nordrhein_Westfalen,True,True,1635.0,2018.0,1.0,False,True,15,107.26,Borken_Kreis,first_time_use,sophisticated,negotiable,Winterswijker Str.,Winterswijker_Str.,True,maisonette,3.0,2.0,2.0,False,Borken_Kreis,843,costoso,
45157,Nordrhein_Westfalen,False,True,1040.0,2008.0,2.0,False,False,5,130.0,Wesel_Kreis,first_time_use_after_refurbishment,sophisticated,no,Sonsbecker Str.,Sonsbecker_Str.,False,roof_storey,3.5,2.0,2.0,True,Wesel_Kreis,844,costoso,
45189,Nordrhein_Westfalen,False,True,599.0,1960.0,1.0,False,True,2,70.56,Gelsenkirchen,well_kept,normal,negotiable,Timmerbrinksweg,Timmerbrinksweg,True,apartment,3.0,4.0,9.0,True,Gelsenkirchen,845,medio,trilocale
45225,Nordrhein_Westfalen,False,True,465.0,2000.0,1.0,True,False,1a,52.0,Herford_Kreis,well_kept,normal,negotiable,Friedenstalstra&szlig;e,Friedenstalstraße,False,apartment,2.0,3.0,3.0,False,Herford_Kreis,846,economico,bilocale
45247,Nordrhein_Westfalen,False,True,970.0,1949.0,1.0,False,False,15,95.0,Bottrop,well_kept,sophisticated,no,G&uuml;ldenberg,Güldenberg,False,maisonette,3.5,1.0,2.0,False,Bottrop,847,costoso,
45256,Nordrhein_Westfalen,False,False,780.0,1976.0,1.0,False,True,13,103.0,Herford_Kreis,modernized,sophisticated,negotiable,Am Berggarten,Am_Berggarten,False,roof_storey,3.0,2.0,2.0,False,Herford_Kreis,848,medio,
45272,Nordrhein_Westfalen,False,True,860.5,1969.0,1.0,False,True,186,74.5,Mülheim_an_der_Ruhr,first_time_use_after_refurbishment,sophisticated,no,Hingbergstr.,Hingbergstr.,False,apartment,3.0,1.0,3.0,False,Mülheim_an_der_Ruhr,849,medio,trilocale
45296,Nordrhein_Westfalen,True,True,660.0,2019.0,1.0,False,False,14,63.11,Kleve_Kreis,first_time_use,normal,no,Behaimweg,Behaimweg,True,apartment,2.0,2.0,2.0,False,Kleve_Kreis,850,economico,bilocale
45348,Nordrhein_Westfalen,False,True,1270.0,2017.0,1.0,False,True,31,89.6,Dortmund,mint_condition,sophisticated,no,Friedrichstra&szlig;e,Friedrichstraße,True,other,3.0,3.0,4.0,False,Dortmund,851,costoso,trilocale
45443,Nordrhein_Westfalen,False,False,475.0,1972.0,1.0,False,True,92,44.0,Aachen_Kreis,well_kept,normal,no,W&uuml;rselenerstrasse,Würselenerstrasse,False,apartment,1.0,1.0,3.0,True,Aachen_Kreis,852,economico,monolocale
45445,Nordrhein_Westfalen,False,True,790.0,2002.0,1.0,True,False,47,92.0,Wesel_Kreis,mint_condition,normal,no,Bergwerkstr.,Bergwerkstr.,False,apartment,3.5,1.0,2.0,False,Wesel_Kreis,853,medio,
45457,Nordrhein_Westfalen,False,True,550.0,1969.0,1.0,False,True,77,64.0,Rhein_Sieg_Kreis,well_kept,normal,no,Harmoniestra&szlig;e,Harmoniestraße,False,apartment,2.0,1.0,1.0,False,Rhein_Sieg_Kreis,854,economico,bilocale
45658,Nordrhein_Westfalen,False,True,1430.0,2014.0,1.0,False,True,545,103.0,Köln,mint_condition,sophisticated,negotiable,Br&uuml;cker Mauspfad,Brücker_Mauspfad,True,terraced_flat,3.0,3.0,3.0,False,Köln,855,costoso,
45666,Nordrhein_Westfalen,False,True,749.0,1986.0,1.0,False,True,3,75.0,Krefeld,fully_renovated,sophisticated,negotiable,Freysestra&szlig;e,Freysestraße,False,roof_storey,2.0,1.0,1.0,False,Krefeld,856,economico,
45679,Nordrhein_Westfalen,False,True,943.0,1991.0,1.0,True,True,24,77.0,Aachen,well_kept,normal,negotiable,L&ouml;hergraben,Löhergraben,True,roof_storey,2.0,4.0,4.0,False,Aachen,857,medio,
45720,Nordrhein_Westfalen,False,True,690.0,1959.0,1.0,False,True,21,82.0,Solingen,well_kept,normal,no,In der Freiheit,In_der_Freiheit,False,maisonette,3.0,3.0,3.0,False,Solingen,858,economico,trilocale
45781,Nordrhein_Westfalen,False,False,440.0,1984.0,1.0,True,True,55,30.0,Bochum,fully_renovated,luxury,negotiable,Laerholzstra&szlig;e,Laerholzstraße,False,apartment,1.0,2.0,3.0,True,Bochum,859,economico,monolocale
45785,Nordrhein_Westfalen,False,False,720.0,1990.0,1.0,True,True,6,38.0,Düsseldorf,well_kept,normal,yes,D&ouml;beritzer Stra&szlig;e,Döberitzer_Straße,True,apartment,1.0,0.0,4.0,False,Düsseldorf,860,economico,monolocale
45789,Nordrhein_Westfalen,False,True,990.0,1970.0,1.0,True,False,14,77.0,Rhein_Erft_Kreis,fully_renovated,sophisticated,negotiable,Augsburger Str.,Augsburger_Str.,True,apartment,2.0,7.0,11.0,True,Rhein_Erft_Kreis,861,medio,
45806,Nordrhein_Westfalen,False,True,433.34,1985.0,1.0,False,True,21,61.2,Remscheid,well_kept,normal,no,Brunnengasse,Brunnengasse,True,apartment,2.0,2.0,4.0,False,Remscheid,862,economico,bilocale
45845,Nordrhein_Westfalen,False,True,680.0,1983.0,1.0,False,True,12b,85.0,Oberbergischer_Kreis,well_kept,normal,no,Schulbergstra&szlig;e,Schulbergstraße,False,apartment,3.0,1.0,3.0,False,Oberbergischer_Kreis,863,medio,trilocale
45847,Nordrhein_Westfalen,True,True,573.17,2018.0,1.0,False,False,2 - 8,43.72,Bochum,first_time_use,sophisticated,negotiable,Westhoffstr.,Westhoffstr.,True,ground_floor,1.5,1.0,4.0,False,Bochum,864,economico,
45924,Nordrhein_Westfalen,False,False,550.0,1975.0,1.0,False,True,36-38,49.0,Köln,fully_renovated,sophisticated,no,L&uuml;tzlongericher Str.,Lützlongericher_Str.,False,half_basement,2.0,0.0,3.0,False,Köln,865,economico,
45925,Nordrhein_Westfalen,False,False,840.0,1990.0,1.0,True,True,3-19,61.0,Neuss_Rhein_Kreis,mint_condition,sophisticated,negotiable,Ladestr.,Ladestr.,False,ground_floor,2.0,1.0,2.0,True,Neuss_Rhein_Kreis,866,economico,bilocale
45952,Nordrhein_Westfalen,False,True,530.0,1965.0,1.0,False,True,89,54.0,Solingen,fully_renovated,normal,negotiable,Bismarckstra&szlig;e,Bismarckstraße,False,apartment,2.0,2.0,3.0,False,Solingen,867,economico,bilocale
45975,Nordrhein_Westfalen,False,False,790.0,1964.0,0.0,True,True,x,63.0,Essen,fully_renovated,sophisticated,negotiable,Ribbeckstrasse,Ribbeckstrasse,False,roof_storey,2.0,4.0,4.0,False,Essen,868,economico,bilocale
46019,Nordrhein_Westfalen,False,True,665.0,1970.0,1.0,True,True,1,65.0,Rheinisch_Bergischer_Kreis,well_kept,normal,no,Further Weg,Further_Weg,False,roof_storey,2.0,2.0,2.0,False,Rheinisch_Bergischer_Kreis,869,economico,bilocale
46143,Nordrhein_Westfalen,False,True,814.58,2000.0,1.0,False,True,36a,82.28,Gütersloh_Kreis,well_kept,normal,no,Wasserstr.,Wasserstr.,False,maisonette,3.0,2.0,3.0,False,Gütersloh_Kreis,870,medio,trilocale
46177,Nordrhein_Westfalen,False,True,1100.0,1975.0,1.0,True,True,40,105.0,Mönchengladbach,well_kept,sophisticated,negotiable,Breiter Graben,Breiter_Graben,False,roof_storey,4.0,3.0,3.0,True,Mönchengladbach,871,costoso,
46178,Nordrhein_Westfalen,False,True,1357.5,2018.0,12.0,False,False,34,83.0,Dortmund,mint_condition,sophisticated,negotiable,R&ouml;hrichtweg,Röhrichtweg,True,apartment,2.0,1.0,3.0,False,Dortmund,872,costoso,
46255,Nordrhein_Westfalen,False,True,490.0,1991.0,1.0,False,True,63,54.89,Unna_Kreis,well_kept,normal,no,L&uuml;nener Str.,Lünener_Str.,False,apartment,2.0,0.0,2.0,False,Unna_Kreis,873,economico,bilocale
46341,Nordrhein_Westfalen,False,True,490.0,1977.0,1.0,False,True,9,125.0,Oberbergischer_Kreis,well_kept,normal,yes,Haan,Haan,False,ground_floor,4.0,0.0,2.0,True,Oberbergischer_Kreis,874,economico,
46346,Nordrhein_Westfalen,False,True,770.0,1995.0,1.0,True,False,34,70.0,Münster,modernized,sophisticated,no,Ludwig-Wolker Strasse,Ludwig-Wolker_Strasse,False,roof_storey,2.0,2.0,2.0,True,Münster,875,economico,
46409,Nordrhein_Westfalen,True,True,2033.0,2020.0,1.0,False,True,1,117.2,Essen,first_time_use,luxury,negotiable,Tuchmachersteig,Tuchmachersteig,True,penthouse,3.0,3.0,3.0,False,Essen,876,costoso,
46519,Nordrhein_Westfalen,False,False,460.0,1989.0,1.0,False,True,272,63.0,Duisburg,mint_condition,normal,negotiable,Friedrich-Ebert-Stra&szlig;e,Friedrich-Ebert-Straße,False,apartment,2.0,3.0,3.0,False,Duisburg,877,economico,bilocale
46535,Nordrhein_Westfalen,False,True,990.0,1989.0,1.0,True,True,38b,85.0,Düren_Kreis,well_kept,sophisticated,no,Linnicher Str,Linnicher_Str,False,ground_floor,2.5,0.0,2.0,True,Düren_Kreis,878,costoso,
46574,Nordrhein_Westfalen,False,True,1014.55,1998.0,1.0,False,True,135,103.81,Remscheid,well_kept,sophisticated,negotiable,Intzestr.,Intzestr.,False,terraced_flat,3.0,0.0,2.0,False,Remscheid,879,costoso,
46589,Nordrhein_Westfalen,False,True,870.0,2015.0,2.0,False,False,14,80.0,Euskirchen_Kreis,mint_condition,normal,negotiable,Tulpenstrasse,Tulpenstrasse,False,apartment,2.0,2.0,2.0,False,Euskirchen_Kreis,880,medio,
46711,Nordrhein_Westfalen,False,True,905.0,1960.0,1.0,False,True,4,95.0,Mönchengladbach,well_kept,normal,negotiable,Klagenfurter Stra&szlig;e,Klagenfurter_Straße,False,ground_floor,4.0,0.0,3.0,True,Mönchengladbach,881,medio,
46723,Nordrhein_Westfalen,True,True,1375.0,2019.0,1.0,False,True,35,101.0,Wesel_Kreis,first_time_use,sophisticated,no,Konradstra&szlig;e,Konradstraße,False,penthouse,4.0,3.0,3.0,False,Wesel_Kreis,882,costoso,
46741,Nordrhein_Westfalen,False,True,704.0,1961.0,1.0,False,True,105,62.36,Borken_Kreis,well_kept,normal,negotiable,Bahnhofstra&szlig;e,Bahnhofstraße,False,apartment,3.0,2.0,3.0,True,Borken_Kreis,883,economico,
46759,Nordrhein_Westfalen,False,True,1070.0,1972.0,1.0,False,False,1B,78.0,Dortmund,first_time_use_after_refurbishment,sophisticated,no,Kl&uuml;senerskamp,Klüsenerskamp,False,apartment,3.5,1.0,1.0,True,Dortmund,884,medio,
46828,Nordrhein_Westfalen,False,True,810.0,1960.0,1.0,False,False,18,76.0,Gütersloh_Kreis,first_time_use_after_refurbishment,normal,no,K&ouml;nigstra&szlig;e,Königstraße,True,apartment,2.0,1.0,4.0,False,Gütersloh_Kreis,885,medio,
46951,Nordrhein_Westfalen,False,True,1130.0,2004.0,1.0,True,True,72c,94.33,Mülheim_an_der_Ruhr,mint_condition,sophisticated,negotiable,Velauer Strasse,Velauer_Strasse,False,ground_floor,3.0,1.0,3.0,True,Mülheim_an_der_Ruhr,886,costoso,trilocale
47090,Nordrhein_Westfalen,False,True,1181.0,2002.0,1.0,True,True,00,72.6,Düsseldorf,well_kept,sophisticated,negotiable,Hermann-Harry-Schmitz-Stra&szlig;e,Hermann-Harry-Schmitz-Straße,False,terraced_flat,2.0,0.0,2.0,False,Düsseldorf,887,economico,
47184,Nordrhein_Westfalen,False,False,588.0,1971.0,1.0,False,True,3,63.0,Viersen_Kreis,fully_renovated,sophisticated,negotiable,Kla&szlig;weg,Klaßweg,False,roof_storey,2.0,3.0,3.0,True,Viersen_Kreis,888,economico,bilocale
47242,Nordrhein_Westfalen,False,True,565.0,1959.0,1.0,False,True,8,63.73,Gelsenkirchen,well_kept,normal,negotiable,Wiebringhausstra&szlig;e,Wiebringhausstraße,False,apartment,3.5,1.0,4.0,False,Gelsenkirchen,889,medio,
47343,Nordrhein_Westfalen,False,False,710.0,1986.0,1.0,False,True,2,74.0,Wesel_Kreis,mint_condition,sophisticated,no,Alnwicker Ring,Alnwicker_Ring,False,apartment,3.5,1.0,4.0,False,Wesel_Kreis,890,medio,
47388,Nordrhein_Westfalen,True,True,1250.0,2018.0,1.0,False,True,17a,89.71,Mettmann_Kreis,first_time_use,luxury,negotiable,S&uuml;dstra&szlig;e,Südstraße,True,apartment,3.0,1.0,2.0,False,Mettmann_Kreis,891,costoso,trilocale
47440,Nordrhein_Westfalen,False,False,630.0,1928.0,0.0,False,True,12,72.26,Solingen,refurbished,sophisticated,negotiable,Carl-Zeiss-Str.,Carl-Zeiss-Str.,False,roof_storey,3.0,2.0,2.0,False,Solingen,892,economico,trilocale
47590,Nordrhein_Westfalen,True,True,977.0,2019.0,1.0,False,False,5,83.0,Kleve_Kreis,first_time_use,sophisticated,negotiable,Op de Botter,Op_de_Botter,True,penthouse,3.0,5.0,5.0,False,Kleve_Kreis,893,costoso,trilocale
47706,Nordrhein_Westfalen,False,True,1145.0,1987.0,1.0,False,True,2,104.0,Rheinisch_Bergischer_Kreis,mint_condition,normal,negotiable,Fahner Weg,Fahner_Weg,False,apartment,3.0,1.0,2.0,False,Rheinisch_Bergischer_Kreis,894,medio,
47778,Nordrhein_Westfalen,True,True,1243.5,2018.0,1.0,False,True,2-4,79.0,Dortmund,first_time_use,sophisticated,negotiable,Am Dimberg,Am_Dimberg,True,roof_storey,3.0,2.0,4.0,False,Dortmund,895,costoso,trilocale
47943,Nordrhein_Westfalen,False,True,2436.98,2017.0,1.0,False,True,23a,186.43,Bielefeld,first_time_use,sophisticated,negotiable,Bethelweg,Bethelweg,True,ground_floor,4.0,0.0,3.0,True,Bielefeld,896,costoso,
47972,Nordrhein_Westfalen,True,True,945.0,2018.0,1.0,False,False,10-12,86.0,Rhein_Erft_Kreis,mint_condition,sophisticated,no,Calvinstrasse,Calvinstrasse,False,apartment,3.0,1.0,2.0,False,Rhein_Erft_Kreis,897,medio,trilocale
48026,Nordrhein_Westfalen,False,True,600.0,1973.0,1.0,True,True,95,42.0,Bonn,well_kept,normal,no,Sternenburgstra&szlig;e,Sternenburgstraße,True,apartment,1.0,2.0,4.0,False,Bonn,898,economico,monolocale
48027,Nordrhein_Westfalen,False,True,585.0,1990.0,1.0,False,True,10,64.0,Rhein_Erft_Kreis,well_kept,normal,negotiable,Im Hirschend,Im_Hirschend,False,ground_floor,2.0,0.0,0.0,False,Rhein_Erft_Kreis,899,economico,bilocale
48120,Nordrhein_Westfalen,False,False,480.0,1885.0,1.0,True,False,10,60.0,Solingen,modernized,normal,negotiable,Gosse,Gosse,False,roof_storey,2.0,1.0,1.0,True,Solingen,900,economico,bilocale
48140,Nordrhein_Westfalen,False,True,1830.0,2016.0,2.0,True,True,7,110.0,Köln,mint_condition,sophisticated,yes,Reiterstaffelplatz,Reiterstaffelplatz,True,apartment,4.0,1.0,5.0,False,Köln,901,costoso,
48213,Nordrhein_Westfalen,False,True,985.0,1990.0,1.0,False,True,65,90.0,Wuppertal,fully_renovated,normal,no,J&ouml;ferweg,Jöferweg,False,maisonette,3.0,2.0,3.0,False,Wuppertal,902,costoso,trilocale
48248,Nordrhein_Westfalen,False,True,773.0,1976.0,1.0,False,True,66,79.0,Remscheid,fully_renovated,sophisticated,no,Timmersfeld,Timmersfeld,True,apartment,3.0,1.0,5.0,False,Remscheid,903,medio,trilocale
48345,Nordrhein_Westfalen,True,True,859.0,2019.0,1.0,False,True,4,72.75,Düren_Kreis,first_time_use,sophisticated,no,Heinrich-Dauer-Stra&szlig;e,Heinrich-Dauer-Straße,True,roof_storey,3.0,4.0,4.0,False,Düren_Kreis,904,medio,trilocale
48346,Nordrhein_Westfalen,True,True,980.0,2020.0,1.0,False,True,68,115.0,Minden_Lübbecke_Kreis,first_time_use,sophisticated,negotiable,Schwarzer Weg,Schwarzer_Weg,True,ground_floor,4.0,2.0,4.0,True,Minden_Lübbecke_Kreis,905,costoso,
48406,Nordrhein_Westfalen,False,True,750.0,1982.0,2.0,True,False,23,75.0,Euskirchen_Kreis,modernized,sophisticated,no,Talstr,Talstr,False,roof_storey,2.0,1.0,2.0,False,Euskirchen_Kreis,906,medio,
48410,Nordrhein_Westfalen,False,True,1580.0,2016.0,1.0,True,True,60,125.0,Düsseldorf,mint_condition,luxury,no,Quadenhofstra&szlig;e,Quadenhofstraße,False,maisonette,3.0,3.0,4.0,False,Düsseldorf,907,medio,
48413,Nordrhein_Westfalen,False,True,1070.0,1998.0,2.0,False,True,27,110.0,Wesel_Kreis,well_kept,normal,no,D&uuml;rener Stra&szlig;e,Dürener_Straße,False,ground_floor,4.0,0.0,2.0,True,Wesel_Kreis,908,costoso,
48518,Nordrhein_Westfalen,False,False,589.0,1984.0,1.0,True,False,23,75.5,Coesfeld_Kreis,well_kept,sophisticated,negotiable,Heidk&auml;mpe,Heidkämpe,False,roof_storey,3.0,1.0,3.0,True,Coesfeld_Kreis,909,economico,trilocale
48529,Nordrhein_Westfalen,False,True,455.0,1992.0,5.0,True,True,13,44.0,Minden_Lübbecke_Kreis,refurbished,sophisticated,no,Am Hambkebach,Am_Hambkebach,False,roof_storey,2.0,3.0,3.0,False,Minden_Lübbecke_Kreis,910,economico,
48595,Nordrhein_Westfalen,False,True,800.0,1987.0,1.0,False,False,123,87.0,Dortmund,well_kept,sophisticated,negotiable,Am Heisterbach,Am_Heisterbach,False,apartment,3.0,1.0,2.0,False,Dortmund,911,economico,trilocale
