,Unnamed: 0,regio1,newlyConst,balcony,totalRent,yearConstructed,noParkSpaces,hasKitchen,cellar,houseNumber,livingSpace,geo_krs,condition,interiorQual,petsAllowed,street,streetPlain,lift,typeOfFlat,noRooms,floor,numberOfFloors,garden,regio2,ID,Tipologia_Affitti,Tipologia_Propieta,Cluster
513,26680,Nordrhein_Westfalen,False,True,770.0,2000.0,1.0,False,True,21,71.0,Neuss_Rhein_Kreis,mint_condition,sophisticated,no,Adam-Titz-Str.,Adam-Titz-Str._,False,roof_storey,2.0,1.0,1.0,False,Neuss_Rhein_Kreis,514,economico,,3
514,26722,Nordrhein_Westfalen,False,False,575.0,1902.0,10.0,False,True,2,75.0,Gelsenkirchen,refurbished,normal,negotiable,Hartmannstr.,Hartmannstr.,False,roof_storey,4.0,3.0,3.0,False,Gelsenkirchen,515,medio,,1
515,26784,Nordrhein_Westfalen,False,False,630.0,1957.0,0.0,False,True,3,88.0,Gelsenkirchen,well_kept,normal,negotiable,Gewerkenstr.,Gewerkenstr.,False,roof_storey,4.0,3.0,3.0,False,Gelsenkirchen,516,medio,,1
516,26941,Nordrhein_Westfalen,True,True,1360.0,2019.0,1.0,False,True,1a,87.71,Bonn,first_time_use,sophisticated,no,Am Klostergarten,Am_Klostergarten,True,apartment,3.0,2.0,3.0,False,Bonn,517,costoso,trilocale,3
517,27128,Nordrhein_Westfalen,False,True,579.0,1994.0,1.0,False,True,22,60.0,Euskirchen_Kreis,fully_renovated,sophisticated,negotiable,Josef-Ruhr-Stra&szlig;e,Josef-Ruhr-Straße,False,apartment,2.0,1.0,3.0,True,Euskirchen_Kreis,518,economico,bilocale,3
518,27158,Nordrhein_Westfalen,False,True,812.56,1999.0,1.0,False,False,98,94.24,Bottrop,well_kept,normal,negotiable,Heimannstr.,Heimannstr.,False,apartment,3.5,0.0,3.0,False,Bottrop,519,medio,,1
519,27164,Nordrhein_Westfalen,False,True,1175.0,2017.0,1.0,True,True,68,90.0,Dortmund,first_time_use,luxury,yes,Kaiserstra&szlig;e,Kaiserstraße,False,maisonette,2.0,4.0,4.0,False,Dortmund,520,costoso,,2
520,27233,Nordrhein_Westfalen,False,True,735.0,2016.0,1.0,False,True,25,59.0,Ennepe_Ruhr_Kreis,mint_condition,sophisticated,negotiable,Wilhelmstr.,Wilhelmstr.,True,apartment,2.0,1.0,3.0,False,Ennepe_Ruhr_Kreis,521,medio,bilocale,3
521,27241,Nordrhein_Westfalen,False,True,805.0,1950.0,1.0,False,True,32,93.6,Mönchengladbach,well_kept,normal,no,Hugo-Preu&szlig;-Strasse,Hugo-Preuß-Strasse,False,roof_storey,4.0,4.0,4.0,False,Mönchengladbach,522,economico,,1
522,27266,Nordrhein_Westfalen,False,True,700.0,1955.0,1.0,True,True,17,62.0,Aachen,well_kept,normal,negotiable,Bahnhofstr.,Bahnhofstr.,False,apartment,2.0,3.0,4.0,False,Aachen,523,economico,bilocale,1
523,27320,Nordrhein_Westfalen,False,True,550.0,1980.0,1.0,False,True,143,60.0,Bochum,well_kept,normal,negotiable,Kornharpener Str.,Kornharpener_Str.,False,apartment,2.5,2.0,4.0,False,Bochum,524,economico,,1
524,27331,Nordrhein_Westfalen,True,True,930.0,2019.0,1.0,False,True,19a,93.0,Lippe_Kreis,first_time_use,luxury,no,Talstr.,Talstr.,True,apartment,3.5,1.0,2.0,False,Lippe_Kreis,525,medio,,3
525,27368,Nordrhein_Westfalen,True,True,1400.0,2018.0,1.0,False,True,2,121.81,Coesfeld_Kreis,mint_condition,sophisticated,negotiable,Rendelesweg,Rendelesweg,True,penthouse,3.0,2.0,2.0,False,Coesfeld_Kreis,526,costoso,,2
526,27554,Nordrhein_Westfalen,True,True,1596.0,2019.0,1.0,False,True,35 - 37,136.0,Recklinghausen_Kreis,first_time_use,sophisticated,negotiable,Im Romberg,Im_Romberg,True,roof_storey,3.0,2.0,3.0,False,Recklinghausen_Kreis,527,costoso,,2
527,27567,Nordrhein_Westfalen,True,True,852.0,2019.0,1.0,False,True,59,60.0,Bielefeld,first_time_use,sophisticated,negotiable,Brockhagener,Brockhagener,True,roof_storey,2.5,2.0,2.0,True,Bielefeld,528,medio,,3
528,27613,Nordrhein_Westfalen,False,True,810.0,2001.0,1.0,False,False,5,85.0,Wesel_Kreis,mint_condition,sophisticated,negotiable,Zur Woy,Zur_Woy,False,apartment,3.5,1.0,2.0,False,Wesel_Kreis,529,medio,,3
529,27633,Nordrhein_Westfalen,False,False,580.0,1880.0,1.0,True,False,19,55.0,Wuppertal,modernized,normal,no,Von-der-Tann-Stra&szlig;e,Von-der-Tann-Straße,False,apartment,2.0,1.0,2.0,False,Wuppertal,530,economico,bilocale,1
530,27706,Nordrhein_Westfalen,True,False,876.0,2018.0,1.0,True,False,12-14,31.88,Bonn,first_time_use,sophisticated,negotiable,Nideggerstra&szlig;e,Nideggerstraße,True,apartment,1.0,2.0,4.0,False,Bonn,531,economico,monolocale,3
531,27709,Nordrhein_Westfalen,False,False,691.93,1910.0,1.0,False,True,12,74.0,Recklinghausen_Kreis,refurbished,sophisticated,negotiable,L&ouml;nsstra&szlig;e,Lönsstraße,False,roof_storey,2.5,3.0,3.0,False,Recklinghausen_Kreis,532,medio,,3
532,27728,Nordrhein_Westfalen,True,True,960.0,2019.0,1.0,True,True,10,73.0,Wuppertal,first_time_use,sophisticated,negotiable,Kempers H&auml;uschen,Kempers_Häuschen,True,ground_floor,2.0,0.0,4.0,True,Wuppertal,533,costoso,,3
533,27809,Nordrhein_Westfalen,True,True,1025.0,2018.0,1.0,False,False,256,100.0,Aachen,first_time_use,sophisticated,negotiable,von Coels Strasse,von_Coels_Strasse,True,maisonette,3.0,3.0,3.0,False,Aachen,534,medio,,2
534,27815,Nordrhein_Westfalen,False,True,1650.0,1750.0,1.0,False,True,8,167.0,Aachen,well_kept,sophisticated,negotiable,Am Treut,Am_Treut,False,maisonette,6.0,0.0,3.0,True,Aachen,535,costoso,per famiglie,2
535,27832,Nordrhein_Westfalen,True,True,1701.02,2019.0,5.0,False,True,14,119.37,Bielefeld,first_time_use,sophisticated,negotiable,Karl-Schnitger-Weg,Karl-Schnitger-Weg,True,roof_storey,4.0,3.0,3.0,False,Bielefeld,536,costoso,,2
536,27908,Nordrhein_Westfalen,False,True,1010.0,1973.0,1.0,False,True,23,82.29,Mettmann_Kreis,first_time_use_after_refurbishment,luxury,negotiable,Hagelkreuzstr.,Hagelkreuzstr.,False,apartment,3.0,2.0,3.0,False,Mettmann_Kreis,537,medio,trilocale,3
537,27945,Nordrhein_Westfalen,False,True,960.0,1976.0,1.0,False,True,12,83.0,Mettmann_Kreis,refurbished,normal,negotiable,Kilvertzhof,Kilvertzhof,True,ground_floor,3.0,0.0,7.0,False,Mettmann_Kreis,538,medio,trilocale,1
538,28025,Nordrhein_Westfalen,False,False,800.0,1917.0,2.0,False,True,366,100.0,Duisburg,first_time_use_after_refurbishment,sophisticated,no,Wedauerstr,Wedauerstr,False,apartment,3.0,2.0,2.0,True,Duisburg,539,medio,,3
539,28068,Nordrhein_Westfalen,False,True,890.0,1968.0,0.0,True,True,1,64.0,Düsseldorf,fully_renovated,sophisticated,negotiable,Am Ellerforst,Am_Ellerforst,False,apartment,3.0,2.0,2.0,False,Düsseldorf,540,economico,,3
540,28111,Nordrhein_Westfalen,False,True,500.0,1964.0,1.0,False,True,167,62.86,Duisburg,fully_renovated,normal,no,Friedrich-Ebert-Str.,Friedrich-Ebert-Str.,False,apartment,2.5,2.0,3.0,False,Duisburg,541,economico,,1
541,28203,Nordrhein_Westfalen,False,False,410.0,1954.0,1.0,False,True,62,47.86,Ennepe_Ruhr_Kreis,well_kept,normal,negotiable,Sedanstra&szlig;e,Sedanstraße,False,apartment,2.0,2.0,2.0,True,Ennepe_Ruhr_Kreis,542,economico,,1
542,28301,Nordrhein_Westfalen,True,True,1015.0,2019.0,1.0,False,False,44-46,82.0,Neuss_Rhein_Kreis,first_time_use,sophisticated,negotiable,Von-Goldammer-Stra&szlig;e,Von-Goldammer-Straße,True,apartment,2.0,1.0,2.0,False,Neuss_Rhein_Kreis,543,medio,,3
543,28525,Nordrhein_Westfalen,False,True,1100.0,2005.0,1.0,False,True,3-5,100.0,Rhein_Erft_Kreis,mint_condition,sophisticated,no,Stahler Weg,Stahler_Weg,False,maisonette,4.0,1.0,1.0,True,Rhein_Erft_Kreis,544,medio,,3
544,28567,Nordrhein_Westfalen,False,True,980.0,2008.0,1.0,True,True,6,100.37,Hamm,first_time_use_after_refurbishment,sophisticated,no,Reginenstra&szlig;e,Reginenstraße,False,apartment,3.0,1.0,2.0,False,Hamm,545,costoso,,3
545,28601,Nordrhein_Westfalen,False,False,680.0,1950.0,1.0,False,False,2,44.0,Aachen,well_kept,normal,no,Heinrichsallee,Heinrichsallee,False,apartment,2.0,1.0,5.0,False,Aachen,546,economico,,1
546,28661,Nordrhein_Westfalen,False,True,718.61,1870.0,1.0,False,True,13,68.18,Oberhausen,first_time_use_after_refurbishment,normal,negotiable,Gutenbergstr,Gutenbergstr,False,apartment,2.5,0.0,2.0,False,Oberhausen,547,medio,,1
547,28717,Nordrhein_Westfalen,True,True,1080.0,2020.0,1.0,False,False,1,91.6,Kleve_Kreis,first_time_use,sophisticated,no,Op de Botter,Op_de_Botter,True,penthouse,3.0,5.0,5.0,False,Kleve_Kreis,548,costoso,trilocale,2
548,28727,Nordrhein_Westfalen,False,True,900.0,1968.0,20.0,False,True,2A,85.0,Mönchengladbach,fully_renovated,sophisticated,negotiable,Dorfstrasse,Dorfstrasse,False,apartment,3.0,3.0,4.0,False,Mönchengladbach,549,medio,trilocale,3
549,28864,Nordrhein_Westfalen,False,False,664.0,1978.0,1.0,False,True,351,79.0,Oberhausen,well_kept,normal,negotiable,Essener Stra&szlig;e,Essener_Straße,False,roof_storey,3.5,3.0,3.0,False,Oberhausen,550,medio,,1
550,28890,Nordrhein_Westfalen,True,True,950.0,2019.0,1.0,True,True,164,80.0,Borken_Kreis,first_time_use,luxury,negotiable,Heerweg,Heerweg,True,apartment,3.0,1.0,3.0,False,Borken_Kreis,551,medio,trilocale,3
551,29250,Nordrhein_Westfalen,False,True,597.03,1975.0,1.0,False,True,5,85.0,Gelsenkirchen,well_kept,normal,no,Vom-Stein-Str.,Vom-Stein-Str.,False,apartment,3.0,0.0,3.0,False,Gelsenkirchen,552,medio,trilocale,1
552,29305,Nordrhein_Westfalen,False,True,950.0,1985.0,1.0,True,True,8,95.0,Mettmann_Kreis,fully_renovated,sophisticated,negotiable,Sudetenstr.,Sudetenstr.,False,roof_storey,3.0,1.0,1.0,False,Mettmann_Kreis,553,medio,trilocale,3
553,29308,Nordrhein_Westfalen,False,True,820.0,1996.0,1.0,False,False,39,94.47,Viersen_Kreis,negotiable,normal,no,Am D&uuml;ngelshof,Am_Düngelshof,False,apartment,4.0,2.0,3.0,False,Viersen_Kreis,554,medio,,1
554,29309,Nordrhein_Westfalen,False,True,875.0,2016.0,1.0,True,False,5,61.0,Dortmund,mint_condition,luxury,no,H&ouml;rder-Bach-Allee,Hörder-Bach-Allee,True,apartment,2.0,2.0,5.0,False,Dortmund,555,economico,bilocale,3
555,29343,Nordrhein_Westfalen,False,True,900.0,2004.0,1.0,True,True,13,66.5,Dortmund,well_kept,sophisticated,negotiable,Barcelonaweg,Barcelonaweg,False,maisonette,2.0,2.0,3.0,False,Dortmund,556,medio,bilocale,3
556,29428,Nordrhein_Westfalen,False,True,960.0,2003.0,2.0,False,False,120A,108.0,Rhein_Erft_Kreis,modernized,sophisticated,negotiable,Gladbacherstr.,Gladbacherstr.,False,apartment,4.0,1.0,3.0,False,Rhein_Erft_Kreis,557,medio,,3
557,29433,Nordrhein_Westfalen,False,True,1540.0,2011.0,1.0,False,True,6,105.0,Neuss_Rhein_Kreis,mint_condition,sophisticated,negotiable,Ingrid-von-Schmettow-Str.,Ingrid-von-Schmettow-Str.,True,apartment,3.0,2.0,3.0,False,Neuss_Rhein_Kreis,558,costoso,,2
558,29480,Nordrhein_Westfalen,False,True,675.0,2008.0,1.0,False,True,20,78.58,Siegen_Wittgenstein_Kreis,first_time_use_after_refurbishment,sophisticated,negotiable,Berliner Str.,Berliner_Str.,True,apartment,3.0,6.0,7.0,True,Siegen_Wittgenstein_Kreis,559,medio,trilocale,3
559,29493,Nordrhein_Westfalen,False,True,477.0,1927.0,1.0,False,True,88,61.0,Bochum,first_time_use_after_refurbishment,normal,negotiable,Hofsteder Str.,Hofsteder_Str._,False,apartment,2.0,2.0,4.0,False,Bochum,560,economico,bilocale,1
560,29522,Nordrhein_Westfalen,False,True,1350.0,1988.0,1.0,True,True,426a,140.0,Neuss_Rhein_Kreis,well_kept,sophisticated,negotiable,Bergheimer Stra&szlig;e,Bergheimer_Straße,True,terraced_flat,3.5,2.0,2.0,False,Neuss_Rhein_Kreis,561,costoso,,2
561,29547,Nordrhein_Westfalen,False,True,1110.0,2003.0,1.0,True,True,83,73.0,Düsseldorf,well_kept,sophisticated,negotiable,Hermann-Harry-Schmitz-Str.,Hermann-Harry-Schmitz-Str.,False,maisonette,2.5,0.0,2.0,True,Düsseldorf,562,economico,,3
562,29579,Nordrhein_Westfalen,False,True,655.0,1981.0,1.0,True,True,71,69.0,Steinfurt_Kreis,mint_condition,sophisticated,negotiable,Elperstiege,Elperstiege,True,apartment,2.0,1.0,3.0,True,Steinfurt_Kreis,563,economico,bilocale,3
563,29583,Nordrhein_Westfalen,False,False,520.0,1974.0,1.0,True,False,70,63.0,Steinfurt_Kreis,well_kept,simple,no,Veltruper Kirchweg,Veltruper_Kirchweg,True,apartment,3.0,2.0,7.0,False,Steinfurt_Kreis,564,economico,,1
564,29654,Nordrhein_Westfalen,False,True,660.0,2000.0,1.0,False,True,16,62.0,Ennepe_Ruhr_Kreis,fully_renovated,normal,negotiable,Wiemerhofstr.,Wiemerhofstr.,False,ground_floor,3.0,1.0,3.0,False,Ennepe_Ruhr_Kreis,565,medio,,1
565,29665,Nordrhein_Westfalen,False,True,600.0,1992.0,1.0,False,True,14,80.0,Gütersloh_Kreis,well_kept,normal,no,Schwedengarten,Schwedengarten,False,apartment,3.0,2.0,3.0,False,Gütersloh_Kreis,566,economico,trilocale,1
566,29740,Nordrhein_Westfalen,True,True,840.0,2020.0,1.0,False,False,59,56.29,Viersen_Kreis,first_time_use,sophisticated,negotiable,Kempener Stra&szlig;e,Kempener_Straße,False,apartment,2.0,1.0,2.0,False,Viersen_Kreis,567,medio,bilocale,3
567,29830,Nordrhein_Westfalen,False,True,1185.0,1974.0,1.0,True,True,39,86.0,Mettmann_Kreis,refurbished,sophisticated,negotiable,Teichstra&szlig;e,Teichstraße,True,penthouse,3.0,7.0,7.0,False,Mettmann_Kreis,568,costoso,trilocale,2
568,29836,Nordrhein_Westfalen,False,True,990.0,1969.0,1.0,False,True,2-4,87.0,Mülheim_an_der_Ruhr,first_time_use_after_refurbishment,sophisticated,no,Kurt-Gies-Stra&szlig;e,Kurt-Gies-Straße,False,apartment,3.5,2.0,3.0,True,Mülheim_an_der_Ruhr,569,medio,,3
569,29880,Nordrhein_Westfalen,True,True,2240.0,2019.0,1.0,True,True,1,98.0,Düsseldorf,first_time_use,luxury,no,Jahnstr.,Jahnstr.,True,apartment,3.0,4.0,10.0,False,Düsseldorf,570,costoso,trilocale,2
570,29891,Nordrhein_Westfalen,False,True,657.0,1997.0,1.0,False,True,015,74.45,Bielefeld,fully_renovated,normal,negotiable,Epiphanienweg,Epiphanienweg,False,apartment,3.0,3.0,3.0,False,Bielefeld,571,economico,trilocale,1
571,29946,Nordrhein_Westfalen,True,True,942.0,2018.0,1.0,False,True,85,72.0,Dortmund,first_time_use,sophisticated,negotiable,Overg&uuml;nne,Overgünne,True,apartment,2.0,1.0,3.0,False,Dortmund,572,medio,,3
572,29947,Nordrhein_Westfalen,False,True,850.0,1996.0,1.0,True,True,58c,67.0,Rhein_Sieg_Kreis,fully_renovated,luxury,negotiable,Eichendorffstra&szlig;e,Eichendorffstraße,False,terraced_flat,2.0,1.0,3.0,True,Rhein_Sieg_Kreis,573,medio,bilocale,3
573,30163,Nordrhein_Westfalen,False,True,700.0,1969.0,1.0,False,True,9,82.0,Mönchengladbach,well_kept,normal,negotiable,Waldhornstra&szlig;e,Waldhornstraße,True,apartment,3.0,4.0,4.0,False,Mönchengladbach,574,economico,trilocale,1
574,30198,Nordrhein_Westfalen,False,False,1125.0,1903.0,1.0,True,True,2,145.0,Mönchengladbach,well_kept,sophisticated,negotiable,Hagelkreuzstra&szlig;e,Hagelkreuzstraße,False,apartment,4.5,2.0,3.0,False,Mönchengladbach,575,costoso,per famiglie,3
575,30199,Nordrhein_Westfalen,False,True,1550.0,1982.0,1.0,True,True,9,133.0,Bochum,modernized,sophisticated,negotiable,Heintzmannsheide,Heintzmannsheide,False,apartment,3.0,1.0,2.0,False,Bochum,576,costoso,,3
576,30227,Nordrhein_Westfalen,False,True,1420.0,1800.0,1.0,True,False,2f,91.0,Köln,first_time_use,sophisticated,no,Donatusweg,Donatusweg,False,ground_floor,2.0,0.0,1.0,False,Köln,577,costoso,,3
577,30243,Nordrhein_Westfalen,False,True,2080.0,1970.0,1.0,True,True,4a,143.5,Köln,first_time_use_after_refurbishment,sophisticated,yes,Heinrich-Hoerle-Stra&szlig;e,Heinrich-Hoerle-Straße,False,apartment,5.0,1.0,2.0,True,Köln,578,costoso,per famiglie,2
578,30304,Nordrhein_Westfalen,False,True,680.0,1978.0,1.0,False,True,95,66.5,Neuss_Rhein_Kreis,modernized,sophisticated,negotiable,In der Herrschaft,In_der_Herrschaft,False,roof_storey,2.5,2.0,2.0,True,Neuss_Rhein_Kreis,579,economico,,3
579,30362,Nordrhein_Westfalen,False,False,1143.68,2005.0,1.0,True,True,5,117.0,Unna_Kreis,well_kept,sophisticated,no,Rathausstra&szlig;e,Rathausstraße,True,apartment,3.5,1.0,2.0,False,Unna_Kreis,580,costoso,,0
580,30477,Nordrhein_Westfalen,False,True,575.0,1956.0,0.0,False,True,56,62.0,Wuppertal,well_kept,normal,negotiable,Meckelstr.,Meckelstr.,False,apartment,3.0,3.0,4.0,False,Wuppertal,581,economico,,1
581,30494,Nordrhein_Westfalen,True,True,1110.0,2019.0,1.0,False,True,88,95.0,Rhein_Erft_Kreis,first_time_use,sophisticated,no,Bonnerstrasse,Bonnerstrasse,False,apartment,2.0,1.0,2.0,False,Rhein_Erft_Kreis,582,medio,,3
582,30532,Nordrhein_Westfalen,False,True,650.0,1995.0,1.0,False,True,17,70.0,Neuss_Rhein_Kreis,well_kept,sophisticated,negotiable,Meiswinkel,Meiswinkel,False,roof_storey,3.0,2.0,2.0,False,Neuss_Rhein_Kreis,583,economico,trilocale,3
583,30665,Nordrhein_Westfalen,False,True,690.0,2000.0,1.0,True,True,13a,62.0,Wuppertal,well_kept,sophisticated,negotiable,M&uuml;hle,Mühle,False,apartment,2.0,1.0,2.0,False,Wuppertal,584,medio,bilocale,3
584,30666,Nordrhein_Westfalen,False,True,1384.0,1957.0,1.0,True,True,12,92.0,Düsseldorf,well_kept,normal,negotiable,Kirchfeldstra&szlig;e,Kirchfeldstraße,False,apartment,3.0,4.0,5.0,False,Düsseldorf,585,medio,trilocale,1
585,30736,Nordrhein_Westfalen,False,True,1140.0,1969.0,1.0,False,True,42,73.0,Neuss_Rhein_Kreis,well_kept,sophisticated,no,Kaarster Str.,Kaarster_Str.,False,apartment,3.0,1.0,2.0,True,Neuss_Rhein_Kreis,586,costoso,trilocale,3
586,30757,Nordrhein_Westfalen,False,True,790.0,1997.0,1.0,False,True,1 A,80.0,Wesel_Kreis,well_kept,normal,no,Niersenberger Stra&szlig;e,Niersenberger_Straße,False,apartment,3.5,1.0,2.0,False,Wesel_Kreis,587,medio,,1
587,30893,Nordrhein_Westfalen,False,True,545.0,1996.0,1.0,False,True,19,60.0,Heinsberg_Kreis,well_kept,normal,negotiable,Kirchstr.,Kirchstr.,False,apartment,2.0,1.0,2.0,False,Heinsberg_Kreis,588,economico,bilocale,1
588,30919,Nordrhein_Westfalen,False,True,520.0,1974.0,1.0,False,True,4,52.8,Ennepe_Ruhr_Kreis,fully_renovated,sophisticated,no,Ringstr.,Ringstr.,False,ground_floor,2.0,0.0,4.0,False,Ennepe_Ruhr_Kreis,589,economico,bilocale,3
589,31074,Nordrhein_Westfalen,True,True,1700.0,2018.0,1.0,False,True,48,105.0,Mettmann_Kreis,first_time_use,luxury,no,Eichenfeldstra&szlig;e,Eichenfeldstraße,True,penthouse,3.0,2.0,2.0,False,Mettmann_Kreis,590,costoso,,2
590,31160,Nordrhein_Westfalen,False,True,1079.0,1981.0,1.0,False,True,101,125.0,Herne,well_kept,normal,negotiable,Bruchstr.,Bruchstr.,False,roof_storey,3.0,2.0,2.0,False,Herne,591,costoso,,1
591,31266,Nordrhein_Westfalen,False,True,595.0,1900.0,1.0,False,True,14a,45.36,Mettmann_Kreis,need_of_renovation,normal,no,Feldhof,Feldhof,False,apartment,2.0,2.0,2.0,False,Mettmann_Kreis,592,economico,,1
592,31420,Nordrhein_Westfalen,False,False,594.0,1972.0,25.0,False,True,43,66.0,Essen,well_kept,normal,no,Viehoferstr.,Viehoferstr.,True,apartment,2.5,3.0,5.0,False,Essen,593,economico,,1
593,31484,Nordrhein_Westfalen,False,True,770.0,1954.0,1.0,True,True,9,93.0,Lippe_Kreis,well_kept,normal,negotiable,Feldbrandstra&szlig;e,Feldbrandstraße,False,ground_floor,4.0,1.0,2.0,True,Lippe_Kreis,594,medio,,1
594,31615,Nordrhein_Westfalen,True,True,933.81,2020.0,1.0,False,False,49,73.83,Recklinghausen_Kreis,first_time_use,sophisticated,no,Gr&uuml;ner Weg,Grüner_Weg,True,ground_floor,2.5,0.0,2.0,True,Recklinghausen_Kreis,595,costoso,,3
595,31683,Nordrhein_Westfalen,False,False,620.0,1955.0,1.0,False,True,116,70.0,Remscheid,fully_renovated,sophisticated,no,Nordstrasse,Nordstrasse,False,apartment,3.0,1.0,4.0,True,Remscheid,596,economico,trilocale,3
596,31824,Nordrhein_Westfalen,False,True,710.0,1966.0,1.0,False,True,14,84.0,Wuppertal,well_kept,normal,negotiable,Emmastra&szlig;e,Emmastraße,False,apartment,3.0,1.0,3.0,True,Wuppertal,597,medio,trilocale,1
597,32009,Nordrhein_Westfalen,False,True,1605.0,1995.0,2.0,False,True,73,158.3,Mönchengladbach,well_kept,sophisticated,negotiable,Beecker Str.,Beecker_Str.,True,roof_storey,3.0,3.0,3.0,False,Mönchengladbach,598,costoso,,2
598,32119,Nordrhein_Westfalen,False,False,892.5,1967.0,1.0,False,True,16,75.0,Mülheim_an_der_Ruhr,first_time_use_after_refurbishment,sophisticated,negotiable,Erbecksfeld,Erbecksfeld,False,ground_floor,2.0,0.0,1.0,False,Mülheim_an_der_Ruhr,599,medio,,3
599,32140,Nordrhein_Westfalen,False,True,640.0,1997.0,1.0,True,True,15,84.0,Coesfeld_Kreis,well_kept,sophisticated,negotiable,Rekener Stra&szlig;e,Rekener_Straße,False,apartment,3.0,1.0,2.0,False,Coesfeld_Kreis,600,medio,trilocale,3
600,32193,Nordrhein_Westfalen,False,True,665.0,2016.0,1.0,False,False,1,55.97,Mettmann_Kreis,mint_condition,luxury,negotiable,Zum Heinenberg,Zum_Heinenberg,True,terraced_flat,2.0,-1.0,4.0,False,Mettmann_Kreis,601,economico,bilocale,3
601,32221,Nordrhein_Westfalen,False,True,980.0,2000.0,1.0,True,True,19,67.0,Düsseldorf,mint_condition,sophisticated,negotiable,Am Kirschbaumw&auml;ldchen,Am_Kirschbaumwäldchen,True,apartment,2.0,2.0,3.0,False,Düsseldorf,602,economico,bilocale,2
602,32365,Nordrhein_Westfalen,False,True,545.0,1965.0,0.0,False,True,12,70.75,Bielefeld,well_kept,normal,negotiable,Rostocker Str.,Rostocker_Str.,False,apartment,2.0,1.0,3.0,False,Bielefeld,603,economico,,1
603,32390,Nordrhein_Westfalen,False,True,1100.0,1980.0,1.0,False,True,32,103.0,Märkischer_Kreis,fully_renovated,sophisticated,negotiable,Am Weiten Blick,Am_Weiten_Blick,False,penthouse,4.0,3.0,3.0,False,Märkischer_Kreis,604,costoso,,2
604,32393,Nordrhein_Westfalen,False,True,1020.0,1999.0,2.0,True,True,29,100.0,Neuss_Rhein_Kreis,modernized,sophisticated,no,H&uuml;lchrather Stra&szlig;e,Hülchrather_Straße,False,roof_storey,4.0,2.0,2.0,False,Neuss_Rhein_Kreis,605,medio,,3
605,32396,Nordrhein_Westfalen,False,False,1095.0,1960.0,1.0,False,False,36,90.0,Düsseldorf,fully_renovated,sophisticated,negotiable,Stresemannstra&szlig;e,Stresemannstraße,True,roof_storey,3.0,6.0,6.0,False,Düsseldorf,606,economico,trilocale,2
606,32402,Nordrhein_Westfalen,False,True,590.23,1995.0,1.0,False,True,18,70.32,Borken_Kreis,well_kept,normal,negotiable,Dorstener Str.,Dorstener_Str.,False,roof_storey,3.0,2.0,2.0,False,Borken_Kreis,607,economico,trilocale,1
607,32405,Nordrhein_Westfalen,False,True,955.0,1940.0,1.0,False,True,15,120.0,Herford_Kreis,well_kept,sophisticated,negotiable,Kaitenweg,Kaitenweg,False,roof_storey,3.0,2.0,2.0,True,Herford_Kreis,608,costoso,,3
608,32411,Nordrhein_Westfalen,False,True,650.0,1995.0,1.0,True,True,16,55.0,Bonn,well_kept,normal,negotiable,Am Domblick,Am_Domblick,False,ground_floor,1.5,0.0,3.0,False,Bonn,609,economico,,1
609,32443,Nordrhein_Westfalen,True,True,1400.0,2018.0,1.0,False,True,5,122.0,Münster,first_time_use,sophisticated,no,Landsbergerstra&szlig;e,Landsbergerstraße,True,penthouse,2.0,2.0,2.0,False,Münster,610,costoso,,2
610,32465,Nordrhein_Westfalen,False,False,830.0,2013.0,1.0,False,True,12,54.83,Bonn,mint_condition,sophisticated,no,Karl-Frowein-Stra&szlig;e,Karl-Frowein-Straße,True,ground_floor,2.0,0.0,4.0,False,Bonn,611,economico,bilocale,3
611,32478,Nordrhein_Westfalen,False,True,1250.0,2012.0,12.0,False,True,1,99.0,Wuppertal,mint_condition,sophisticated,negotiable,Arnsbergstr.,Arnsbergstr.,True,apartment,4.0,1.0,3.0,False,Wuppertal,612,costoso,,2
612,32553,Nordrhein_Westfalen,False,False,635.0,2007.0,10.0,False,False,4,56.23,Heinsberg_Kreis,well_kept,normal,negotiable,An der Gracht,An_der_Gracht,True,apartment,2.0,2.0,3.0,False,Heinsberg_Kreis,613,economico,bilocale,1
613,32564,Nordrhein_Westfalen,False,True,951.75,1997.0,1.0,True,True,26,81.0,Wesel_Kreis,well_kept,sophisticated,yes,Schulplatz,Schulplatz,False,apartment,3.0,1.0,2.0,False,Wesel_Kreis,614,costoso,trilocale,3
614,32668,Nordrhein_Westfalen,False,True,500.0,2001.0,1.0,True,True,10,52.0,Soest_Kreis,fully_renovated,normal,no,Wei&szlig;e Ecke,Weiße_Ecke,False,half_basement,2.0,0.0,3.0,True,Soest_Kreis,615,economico,bilocale,1
615,32674,Nordrhein_Westfalen,False,True,779.0,1959.0,0.0,False,True,21,66.0,Dortmund,refurbished,sophisticated,no,Kl.Schwerterstr.,Kl.Schwerterstr.,False,ground_floor,3.0,0.0,2.0,True,Dortmund,616,economico,,3
616,32695,Nordrhein_Westfalen,True,True,1605.23,2017.0,1.0,False,True,23,125.9,Bielefeld,first_time_use,sophisticated,negotiable,Bethelweg,Bethelweg,True,apartment,4.0,2.0,3.0,False,Bielefeld,617,costoso,,2
617,32711,Nordrhein_Westfalen,False,True,560.0,1956.0,1.0,False,True,57,69.0,Recklinghausen_Kreis,mint_condition,normal,negotiable,Marienstra&szlig;e,Marienstraße,False,apartment,3.0,1.0,2.0,False,Recklinghausen_Kreis,618,economico,,1
